order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price
ORD00088,2024-04-03,CUST0201,P013,Shoes,Sports,1,60
ORD00089,2024-09-07,CUST0235,P001,Laptop,Electronics,2,800
ORD00090,2024-06-20,CUST0446,P011,Chair,Home,3,120
ORD00091,2024-09-05,CUST0064,P001,Laptop,Electronics,1,800
ORD00092,2024-05-09,CUST0318,P005,Jeans,Clothing,3,40
ORD00093,2024-05-11,CUST0118,P005,Jeans,Clothing,2,40
ORD00094,2024-11-03,CUST0367,P015,Bottle,Sports,4,10
ORD00095,2024-06-01,CUST0098,P011,Chair,Home,4,120
ORD00096,2024-09-17,CUST0297,P010,Lamp,Home,5,15
ORD00097,2024-10-14,CUST0212,P010,Lamp,Home,1,15
ORD00098,2024-02-09,CUST0469,P011,Chair,Home,1,120
ORD00099,2024-12-10,CUST0100,P015,Bottle,Sports,2,10
ORD00100,2024-05-27,CUST0096,P007,Python Book,Books,1,30
ORD00101,2024-04-16,CUST0400,P001,Laptop,Electronics,2,800
ORD00102,2024-03-08,CUST0274,P012,Table,Home,5,200
ORD00103,2024-01-29,CUST0145,P006,Jacket,Clothing,2,80
ORD00104,2024-04-09,CUST0082,P001,Laptop,Electronics,1,800
ORD00105,2024-03-16,CUST0105,P002,Phone,Electronics,4,500
ORD00106,2024-04-20,CUST0497,P011,Chair,Home,4,120
ORD00107,2024-05-08,CUST0150,P008,SQL Book,Books,1,25
ORD00108,2024-01-04,CUST0180,P004,T-Shirt,Clothing,3,20
ORD00109,2024-02-02,CUST0226,P012,Table,Home,1,200
ORD00110,2024-11-26,CUST0028,P004,T-Shirt,Clothing,1,20
ORD00111,2024-10-03,CUST0356,P008,SQL Book,Books,5,25
ORD00112,2024-10-03,CUST0376,P005,Jeans,Clothing,1,40
ORD00113,2024-08-15,CUST0219,P014,Bag,Sports,1,35
ORD00114,2024-05-22,CUST0215,P012,Table,Home,4,200
ORD00115,2024-11-22,CUST0401,P005,Jeans,Clothing,5,40
ORD00116,2024-12-26,CUST0299,P008,SQL Book,Books,1,25
ORD00117,2024-02-04,CUST0438,P002,Phone,Electronics,2,500
ORD00118,2024-08-29,CUST0350,P001,Laptop,Electronics,2,800
ORD00119,2024-02-29,CUST0486,P008,SQL Book,Books,2,25
ORD00120,2024-02-06,CUST0034,P011,Chair,Home,4,120
ORD00121,2024-10-07,CUST0223,P015,Bottle,Sports,1,10
ORD00122,2024-05-04,CUST0436,P007,Python Book,Books,4,30
ORD00123,2024-03-20,CUST0169,P014,Bag,Sports,2,35
ORD00124,2024-11-25,CUST0347,P006,Jacket,Clothing,2,80
ORD00125,2024-12-11,CUST0370,P014,Bag,Sports,1,35
ORD00126,2024-05-16,CUST0382,P014,Bag,Sports,2,35
ORD00127,2024-04-24,CUST0283,P015,Bottle,Sports,2,10
ORD00128,2024-02-19,CUST0386,P013,Shoes,Sports,5,60
ORD00129,2024-09-02,CUST0035,P004,T-Shirt,Clothing,3,20
ORD00130,2024-02-14,CUST0374,P002,Phone,Electronics,2,500
ORD00131,2024-12-10,CUST0196,P012,Table,Home,3,200
ORD00132,2024-09-22,CUST0483,P009,ML Book,Books,5,45
ORD00133,2024-05-02,CUST0429,P003,Tablet,Electronics,1,350
ORD00134,2024-12-21,CUST0289,P014,Bag,Sports,3,35
ORD00135,2024-03-07,CUST0469,P007,Python Book,Books,2,30
ORD00136,2024-05-13,CUST0191,P011,Chair,Home,2,120
ORD00137,2024-03-30,CUST0370,P004,T-Shirt,Clothing,3,20
ORD00138,2024-11-11,CUST0321,P004,T-Shirt,Clothing,5,20
ORD00139,2024-06-20,CUST0430,P012,Table,Home,4,200
ORD00140,2024-08-16,CUST0427,P007,Python Book,Books,5,30
ORD00141,2024-05-05,CUST0475,P002,Phone,Electronics,1,500
ORD00142,2024-08-31,CUST0281,P010,Lamp,Home,5,15
ORD00143,2024-12-11,CUST0001,P015,Bottle,Sports,2,10
ORD00144,2024-08-21,CUST0044,P002,Phone,Electronics,5,500
ORD00145,2024-01-08,CUST0211,P014,Bag,Sports,1,35
ORD00146,2024-01-25,CUST0408,P007,Python Book,Books,3,30
ORD00147,2024-03-12,CUST0202,P007,Python Book,Books,2,30
ORD00148,2024-12-13,CUST0372,P003,Tablet,Electronics,4,350
ORD00149,2024-07-25,CUST0065,P012,Table,Home,2,200
ORD00150,2024-01-28,CUST0086,P012,Table,Home,4,200
ORD00151,2024-08-30,CUST0394,P009,ML Book,Books,2,45
ORD00152,2024-07-12,CUST0191,P015,Bottle,Sports,5,10
ORD00153,2024-07-12,CUST0304,P002,Phone,Electronics,3,500
ORD00154,2024-01-20,CUST0326,P011,Chair,Home,3,120
ORD00155,2024-01-05,CUST0398,P012,Table,Home,2,200
ORD00156,2024-09-07,CUST0370,P008,SQL Book,Books,4,25
ORD00157,2024-07-20,CUST0019,P012,Table,Home,1,200
ORD00158,2024-04-26,CUST0123,P005,Jeans,Clothing,5,40
ORD00159,2024-04-22,CUST0231,P011,Chair,Home,2,120
ORD00160,2024-08-22,CUST0311,P015,Bottle,Sports,1,10
ORD00161,2024-06-09,CUST0046,P008,SQL Book,Books,3,25
ORD00162,2024-04-15,CUST0190,P005,Jeans,Clothing,4,40
ORD00163,2024-06-28,CUST0439,P012,Table,Home,2,200
ORD00164,2024-05-14,CUST0190,P011,Chair,Home,1,120
ORD00165,2024-11-10,CUST0078,P003,Tablet,Electronics,4,350
ORD00166,2024-10-29,CUST0476,P002,Phone,Electronics,2,500
ORD00167,2024-03-21,CUST0113,P014,Bag,Sports,5,35
ORD00168,2024-04-24,CUST0425,P015,Bottle,Sports,5,10
ORD00169,2024-07-28,CUST0084,P005,Jeans,Clothing,5,40
ORD00170,2024-12-28,CUST0283,P009,ML Book,Books,1,45
ORD00171,2024-06-15,CUST0156,P004,T-Shirt,Clothing,1,20
ORD00172,2024-05-19,CUST0212,P004,T-Shirt,Clothing,1,20
ORD00173,2024-06-28,CUST0202,P015,Bottle,Sports,4,10
ORD00174,2024-06-28,CUST0498,P006,Jacket,Clothing,3,80
ORD00175,2024-01-10,CUST0308,P010,Lamp,Home,1,15
ORD00176,2024-08-28,CUST0089,P013,Shoes,Sports,2,60
ORD00177,2024-10-17,CUST0168,P011,Chair,Home,2,120
ORD00178,2024-03-02,CUST0052,P008,SQL Book,Books,4,25
ORD00179,2024-06-26,CUST0029,P006,Jacket,Clothing,1,80
ORD00180,2024-05-08,CUST0281,P015,Bottle,Sports,2,10
ORD00181,2024-10-09,CUST0116,P015,Bottle,Sports,2,10
ORD00182,2024-04-15,CUST0231,P002,Phone,Electronics,5,500
ORD00183,2024-04-29,CUST0002,P015,Bottle,Sports,5,10
ORD00184,2024-07-09,CUST0380,P010,Lamp,Home,4,15
ORD00185,2024-10-22,CUST0465,P006,Jacket,Clothing,4,80
ORD00186,2024-10-22,CUST0421,P007,Python Book,Books,4,30
ORD00187,2024-08-28,CUST0008,P011,Chair,Home,1,120
ORD00188,2024-12-19,CUST0041,P010,Lamp,Home,1,15
ORD00189,2024-11-22,CUST0346,P014,Bag,Sports,4,35
ORD00190,2024-12-03,CUST0245,P006,Jacket,Clothing,2,80
ORD00191,2024-11-24,CUST0135,P007,Python Book,Books,4,30
ORD00192,2024-08-11,CUST0273,P011,Chair,Home,3,120
ORD00193,2024-05-14,CUST0085,P010,Lamp,Home,3,15
ORD00194,2024-10-11,CUST0123,P011,Chair,Home,4,120
ORD00195,2024-12-02,CUST0102,P008,SQL Book,Books,1,25
ORD00196,2024-04-08,CUST0309,P008,SQL Book,Books,2,25
ORD00197,2024-04-28,CUST0072,P012,Table,Home,2,200
ORD00198,2024-07-03,CUST0259,P008,SQL Book,Books,1,25
ORD00199,2024-11-01,CUST0304,P006,Jacket,Clothing,5,80
ORD00200,2024-01-10,CUST0357,P004,T-Shirt,Clothing,4,20
ORD00201,2024-04-29,CUST0444,P001,Laptop,Electronics,1,800
ORD00202,2024-07-09,CUST0491,P001,Laptop,Electronics,5,800
ORD00203,2024-04-13,CUST0053,P009,ML Book,Books,1,45
ORD00204,2024-01-31,CUST0156,P015,Bottle,Sports,3,10
ORD00205,2024-01-21,CUST0058,P013,Shoes,Sports,4,60
ORD00206,2024-08-07,CUST0309,P012,Table,Home,5,200
ORD00207,2024-11-05,CUST0006,P010,Lamp,Home,1,15
ORD00208,2024-02-26,CUST0141,P007,Python Book,Books,5,30
ORD00209,2024-03-05,CUST0142,P013,Shoes,Sports,3,60
ORD00210,2024-05-31,CUST0340,P015,Bottle,Sports,1,10
ORD00211,2024-11-18,CUST0094,P010,Lamp,Home,5,15
ORD00212,2024-10-27,CUST0283,P014,Bag,Sports,1,35
ORD00213,2024-03-19,CUST0219,P010,Lamp,Home,5,15
ORD00214,2024-12-02,CUST0364,P014,Bag,Sports,2,35
ORD00215,2024-02-09,CUST0255,P014,Bag,Sports,2,35
ORD00216,2024-05-01,CUST0447,P005,Jeans,Clothing,2,40
ORD00217,2024-01-14,CUST0128,P011,Chair,Home,2,120
ORD00218,2024-04-05,CUST0389,P010,Lamp,Home,1,15
ORD00219,2024-04-23,CUST0346,P001,Laptop,Electronics,2,800
ORD00220,2024-05-10,CUST0455,P011,Chair,Home,3,120
ORD00221,2024-12-06,CUST0443,P006,Jacket,Clothing,2,80
ORD00222,2024-06-28,CUST0377,P011,Chair,Home,1,120
ORD00223,2024-12-19,CUST0322,P006,Jacket,Clothing,3,80
ORD00224,2024-06-03,CUST0145,P011,Chair,Home,4,120
ORD00225,2024-04-16,CUST0461,P006,Jacket,Clothing,4,80
ORD00226,2024-05-18,CUST0227,P007,Python Book,Books,3,30
ORD00227,2024-11-07,CUST0495,P001,Laptop,Electronics,1,800
ORD00228,2024-07-21,CUST0127,P003,Tablet,Electronics,5,350
ORD00229,2024-06-26,CUST0101,P010,Lamp,Home,3,15
ORD00230,2024-08-09,CUST0236,P014,Bag,Sports,4,35
ORD00231,2024-05-20,CUST0147,P002,Phone,Electronics,1,500
ORD00232,2024-01-27,CUST0086,P009,ML Book,Books,4,45
ORD00233,2024-05-31,CUST0339,P012,Table,Home,4,200
ORD00234,2024-04-05,CUST0020,P008,SQL Book,Books,2,25
ORD00235,2024-02-27,CUST0195,P006,Jacket,Clothing,3,80
ORD00236,2024-10-19,CUST0375,P008,SQL Book,Books,1,25
ORD00237,2024-09-02,CUST0184,P013,Shoes,Sports,3,60
ORD00238,2024-10-21,CUST0450,P006,Jacket,Clothing,4,80
ORD00239,2024-02-18,CUST0043,P014,Bag,Sports,4,35
ORD00240,2024-03-13,CUST0270,P003,Tablet,Electronics,3,350
ORD00241,2024-09-11,CUST0440,P012,Table,Home,3,200
ORD00242,2024-08-28,CUST0436,P014,Bag,Sports,4,35
ORD00243,2024-02-18,CUST0456,P006,Jacket,Clothing,3,80
ORD00244,2024-12-12,CUST0392,P011,Chair,Home,1,120
ORD00245,2024-02-18,CUST0265,P006,Jacket,Clothing,4,80
ORD00246,2024-11-22,CUST0199,P005,Jeans,Clothing,2,40
ORD00247,2024-02-19,CUST0442,P001,Laptop,Electronics,4,800
ORD00248,2024-04-11,CUST0146,P006,Jacket,Clothing,4,80
ORD00249,2024-06-30,CUST0003,P006,Jacket,Clothing,3,80
ORD00250,2024-05-03,CUST0279,P015,Bottle,Sports,3,10
ORD00251,2024-05-07,CUST0261,P002,Phone,Electronics,5,500
ORD00252,2024-10-26,CUST0275,P006,Jacket,Clothing,4,80
ORD00253,2024-10-13,CUST0130,P015,Bottle,Sports,1,10
ORD00254,2024-04-26,CUST0216,P011,Chair,Home,4,120
ORD00255,2024-12-14,CUST0044,P005,Jeans,Clothing,1,40
ORD00256,2024-06-19,CUST0485,P013,Shoes,Sports,4,60
ORD00257,2024-03-02,CUST0384,P014,Bag,Sports,1,35
ORD00258,2024-03-27,CUST0006,P002,Phone,Electronics,5,500
ORD00259,2024-07-09,CUST0397,P010,Lamp,Home,2,15
ORD00260,2024-06-20,CUST0104,P014,Bag,Sports,2,35
ORD00261,2024-09-25,CUST0320,P002,Phone,Electronics,2,500
ORD00262,2024-04-12,CUST0017,P011,Chair,Home,1,120
ORD00263,2024-09-18,CUST0226,P013,Shoes,Sports,1,60
ORD00264,2024-04-28,CUST0212,P009,ML Book,Books,1,45
ORD00265,2024-08-20,CUST0188,P012,Table,Home,4,200
ORD00266,2024-04-28,CUST0297,P010,Lamp,Home,4,15
ORD00267,2024-11-18,CUST0353,P010,Lamp,Home,2,15
ORD00268,2024-08-24,CUST0268,P010,Lamp,Home,2,15
ORD00269,2024-03-20,CUST0115,P013,Shoes,Sports,4,60
ORD00270,2024-04-05,CUST0203,P011,Chair,Home,3,120
ORD00271,2024-07-15,CUST0415,P003,Tablet,Electronics,5,350
ORD00272,2024-07-04,CUST0194,P009,ML Book,Books,3,45
ORD00273,2024-12-23,CUST0299,P011,Chair,Home,5,120
ORD00274,2024-12-28,CUST0471,P010,Lamp,Home,3,15
ORD00275,2024-02-17,CUST0325,P002,Phone,Electronics,5,500
ORD00276,2024-07-16,CUST0439,P010,Lamp,Home,2,15
ORD00277,2024-12-18,CUST0077,P009,ML Book,Books,3,45
ORD00278,2024-11-02,CUST0365,P002,Phone,Electronics,2,500
ORD00279,2024-05-20,CUST0355,P004,T-Shirt,Clothing,1,20
ORD00280,2024-08-26,CUST0386,P004,T-Shirt,Clothing,2,20
ORD00281,2024-07-27,CUST0294,P005,Jeans,Clothing,4,40
ORD00282,2024-12-10,CUST0061,P013,Shoes,Sports,1,60
ORD00283,2024-07-27,CUST0221,P005,Jeans,Clothing,1,40
ORD00284,2024-11-16,CUST0429,P009,ML Book,Books,1,45
ORD00285,2024-01-18,CUST0471,P010,Lamp,Home,4,15
ORD00286,2024-01-06,CUST0440,P006,Jacket,Clothing,1,80
ORD00287,2024-11-24,CUST0186,P015,Bottle,Sports,2,10
ORD00288,2024-01-05,CUST0102,P005,Jeans,Clothing,4,40
ORD00289,2024-12-19,CUST0274,P008,SQL Book,Books,2,25
ORD00290,2024-05-31,CUST0371,P014,Bag,Sports,5,35
ORD00291,2024-01-02,CUST0391,P005,Jeans,Clothing,1,40
ORD00292,2024-02-02,CUST0290,P002,Phone,Electronics,4,500
ORD00293,2024-03-22,CUST0210,P006,Jacket,Clothing,1,80
ORD00294,2024-07-19,CUST0392,P009,ML Book,Books,5,45
ORD00295,2024-12-23,CUST0221,P004,T-Shirt,Clothing,5,20
ORD00296,2024-01-28,CUST0192,P007,Python Book,Books,2,30
ORD00297,2024-08-19,CUST0250,P005,Jeans,Clothing,4,40
ORD00298,2024-05-07,CUST0363,P003,Tablet,Electronics,5,350
ORD00299,2024-08-30,CUST0099,P012,Table,Home,5,200
ORD00300,2024-07-11,CUST0286,P010,Lamp,Home,2,15
ORD00301,2024-07-31,CUST0090,P015,Bottle,Sports,3,10
ORD00302,2024-12-25,CUST0477,P006,Jacket,Clothing,3,80
ORD00303,2024-12-27,CUST0115,P005,Jeans,Clothing,1,40
ORD00304,2024-11-11,CUST0115,P013,Shoes,Sports,5,60
ORD00305,2024-01-07,CUST0219,P001,Laptop,Electronics,3,800
ORD00306,2024-07-11,CUST0089,P005,Jeans,Clothing,1,40
ORD00307,2024-03-20,CUST0218,P010,Lamp,Home,1,15
ORD00308,2024-09-20,CUST0049,P005,Jeans,Clothing,2,40
ORD00309,2024-12-19,CUST0258,P007,Python Book,Books,2,30
ORD00310,2024-12-30,CUST0078,P004,T-Shirt,Clothing,2,20
ORD00311,2024-06-05,CUST0120,P014,Bag,Sports,4,35
ORD00312,2024-06-16,CUST0067,P013,Shoes,Sports,5,60
ORD00313,2024-12-09,CUST0418,P004,T-Shirt,Clothing,3,20
ORD00314,2024-05-08,CUST0039,P015,Bottle,Sports,3,10
ORD00315,2024-08-27,CUST0094,P012,Table,Home,3,200
ORD00316,2024-09-18,CUST0467,P005,Jeans,Clothing,3,40
ORD00317,2024-01-22,CUST0482,P009,ML Book,Books,1,45
ORD00318,2024-08-22,CUST0418,P001,Laptop,Electronics,3,800
ORD00319,2024-02-20,CUST0067,P013,Shoes,Sports,2,60
ORD00320,2024-09-27,CUST0417,P003,Tablet,Electronics,3,350
ORD00321,2024-11-20,CUST0073,P001,Laptop,Electronics,5,800
ORD00322,2024-10-30,CUST0166,P007,Python Book,Books,2,30
ORD00323,2024-12-16,CUST0467,P005,Jeans,Clothing,5,40
ORD00324,2024-09-07,CUST0210,P013,Shoes,Sports,4,60
ORD00325,2024-09-04,CUST0105,P013,Shoes,Sports,3,60
ORD00326,2024-03-29,CUST0269,P010,Lamp,Home,1,15
ORD00327,2024-10-07,CUST0177,P013,Shoes,Sports,2,60
ORD00328,2024-12-12,CUST0437,P007,Python Book,Books,2,30
ORD00329,2024-03-30,CUST0483,P013,Shoes,Sports,3,60
ORD00330,2024-02-27,CUST0222,P012,Table,Home,5,200
ORD00331,2024-12-12,CUST0341,P008,SQL Book,Books,4,25
ORD00332,2024-11-28,CUST0109,P012,Table,Home,3,200
ORD00333,2024-04-02,CUST0371,P009,ML Book,Books,4,45
ORD00334,2024-05-31,CUST0380,P006,Jacket,Clothing,2,80
ORD00335,2024-12-18,CUST0198,P012,Table,Home,5,200
ORD00336,2024-09-25,CUST0218,P010,Lamp,Home,1,15
ORD00337,2024-09-11,CUST0006,P008,SQL Book,Books,2,25
ORD00338,2024-05-26,CUST0046,P014,Bag,Sports,2,35
ORD00339,2024-09-29,CUST0154,P008,SQL Book,Books,1,25
ORD00340,2024-12-08,CUST0105,P007,Python Book,Books,3,30
ORD00341,2024-12-05,CUST0202,P015,Bottle,Sports,5,10
ORD00342,2024-03-16,CUST0295,P007,Python Book,Books,1,30
ORD00343,2024-06-27,CUST0172,P004,T-Shirt,Clothing,2,20
ORD00344,2024-03-20,CUST0482,P010,Lamp,Home,1,15
ORD00345,2024-09-16,CUST0289,P008,SQL Book,Books,4,25
ORD00346,2024-11-09,CUST0157,P013,Shoes,Sports,1,60
ORD00347,2024-02-19,CUST0389,P004,T-Shirt,Clothing,1,20
ORD00348,2024-09-03,CUST0366,P007,Python Book,Books,1,30
ORD00349,2024-09-16,CUST0083,P002,Phone,Electronics,2,500
ORD00350,2024-07-02,CUST0140,P009,ML Book,Books,1,45
ORD00351,2024-07-11,CUST0076,P005,Jeans,Clothing,1,40
ORD00352,2024-08-18,CUST0372,P011,Chair,Home,5,120
ORD00353,2024-03-13,CUST0021,P003,Tablet,Electronics,4,350
ORD00354,2024-02-03,CUST0003,P004,T-Shirt,Clothing,4,20
ORD00355,2024-11-28,CUST0240,P010,Lamp,Home,3,15
ORD00356,2024-09-11,CUST0216,P004,T-Shirt,Clothing,5,20
ORD00357,2024-07-29,CUST0496,P009,ML Book,Books,4,45
ORD00358,2024-09-28,CUST0421,P011,Chair,Home,2,120
ORD00359,2024-10-06,CUST0146,P004,T-Shirt,Clothing,1,20
ORD00360,2024-07-08,CUST0407,P004,T-Shirt,Clothing,3,20
ORD00361,2024-07-21,CUST0392,P013,Shoes,Sports,1,60
ORD00362,2024-10-18,CUST0429,P007,Python Book,Books,3,30
ORD00363,2024-03-03,CUST0452,P001,Laptop,Electronics,1,800
ORD00364,2024-03-19,CUST0253,P007,Python Book,Books,3,30
ORD00365,2024-05-16,CUST0356,P015,Bottle,Sports,2,10
ORD00366,2024-11-04,CUST0496,P014,Bag,Sports,4,35
ORD00367,2024-05-07,CUST0221,P002,Phone,Electronics,4,500
ORD00368,2024-09-29,CUST0447,P012,Table,Home,1,200
ORD00369,2024-10-20,CUST0203,P005,Jeans,Clothing,3,40
ORD00370,2024-02-16,CUST0021,P014,Bag,Sports,5,35
ORD00371,2024-10-01,CUST0173,P013,Shoes,Sports,3,60
ORD00372,2024-03-26,CUST0114,P005,Jeans,Clothing,5,40
ORD00373,2024-12-22,CUST0245,P007,Python Book,Books,2,30
ORD00374,2024-11-19,CUST0283,P006,Jacket,Clothing,3,80
ORD00375,2024-04-01,CUST0139,P014,Bag,Sports,4,35
ORD00376,2024-10-22,CUST0473,P014,Bag,Sports,5,35
ORD00377,2024-09-21,CUST0361,P015,Bottle,Sports,4,10
ORD00378,2024-11-01,CUST0467,P012,Table,Home,5,200
ORD00379,2024-05-12,CUST0226,P010,Lamp,Home,2,15
ORD00380,2024-10-02,CUST0214,P011,Chair,Home,2,120
ORD00381,2024-08-20,CUST0250,P001,Laptop,Electronics,1,800
ORD00382,2024-10-11,CUST0260,P010,Lamp,Home,4,15
ORD00383,2024-11-20,CUST0419,P001,Laptop,Electronics,5,800
ORD00384,2024-07-16,CUST0049,P004,T-Shirt,Clothing,3,20
ORD00385,2024-11-09,CUST0158,P004,T-Shirt,Clothing,4,20
ORD00386,2024-08-13,CUST0195,P003,Tablet,Electronics,2,350
ORD00387,2024-06-17,CUST0474,P002,Phone,Electronics,3,500
ORD00388,2024-11-12,CUST0154,P011,Chair,Home,5,120
ORD00389,2024-10-25,CUST0118,P004,T-Shirt,Clothing,3,20
ORD00390,2024-11-11,CUST0214,P010,Lamp,Home,1,15
ORD00391,2024-07-02,CUST0469,P008,SQL Book,Books,3,25
ORD00392,2024-10-19,CUST0275,P005,Jeans,Clothing,4,40
ORD00393,2024-08-09,CUST0019,P011,Chair,Home,1,120
ORD00394,2024-10-06,CUST0112,P012,Table,Home,5,200
ORD00395,2024-07-17,CUST0093,P002,Phone,Electronics,2,500
ORD00396,2024-02-21,CUST0317,P015,Bottle,Sports,1,10
ORD00397,2024-07-11,CUST0150,P006,Jacket,Clothing,1,80
ORD00398,2024-07-11,CUST0206,P014,Bag,Sports,5,35
ORD00399,2024-03-08,CUST0049,P005,Jeans,Clothing,3,40
